registry,filename_stem,device_name,manufacturer,catalog_category,clearance_type,clearance_number,clearance_date,device_class,device_name_fda,product_code,what_it_is,indications,contraindications,compatible_with,use_notes,deployment_steps,also_known_as,sizing_specs_raw,spec_status,id_od_units,id_in,id_mm,id_fr,id_note,od_prox_in,od_prox_mm,od_prox_fr,od_prox_note,od_dist_in,od_dist_mm,od_dist_fr,od_dist_note,od_max_in,od_max_mm,od_max_fr,od_max_note,guidewire_max,max_od_is_proximal,id_od_verbatim_quote,k_number,source_url,source_name,source_type,extraction_method,extracted_date,review_note,pdf_summary_url,ifu_pdf_url,device_source_url,confidence_score,needs_review,data_sources
Special 510(k) Design Modification
CODMAN® Microcoil Delivery Systems
510(k) Summary
I. Submitter Codman & Shurtleff, Inc.
325 Paramount Drive
Raynham, MA 02767
Tel: (305) 265-6810
Fax: (305) 265-6889
Contact Person: Vivian Perez
Email: vperez3@its.jnj.com
Date Prepared: May 26, 2017
II.Device
Table1.Device
MICRUSFRAME, DELTAFILL, DELTAXSFT, GALAXY G3
FILL, and GALAXY G3 XSFT Microcoil Delivery Systems
Device Proprietary Name
Device, Neurovascular Embolization & Vascular, for Promoting
Common or Usual Name
Embolization
Device, Neurovascular Embolization, Class II 21 CFR 882.5950
Classification Name & Vascular, for Promoting Embolization, Class II 21 CFR
870.3300
Regulatory Classification II
Product Codes HCG, KRD
III.Predicate The predicated device is listed below in Table 2.
Device
Table2.Prior510(k)Clearance
510(k) Date
Name Manufacturer
Number Cleared
MICRUSFRAME, DELTAFILL,
Codman &
K150319 06/12/2015 DELTAXSFT, GALAXY G3, GALAXY G3
Shurtleff, Inc.
XSFT Microcoil Delivery Systems
Page 1

| Table1.Device |  |
| --- | --- |
| Device Proprietary Name | MICRUSFRAME, DELTAFILL, DELTAXSFT, GALAXY G3
FILL, and GALAXY G3 XSFT Microcoil Delivery Systems |
| Common or Usual Name | Device, Neurovascular Embolization & Vascular, for Promoting
Embolization |
| Classification Name | Device, Neurovascular Embolization, Class II 21 CFR 882.5950
& Vascular, for Promoting Embolization, Class II 21 CFR
870.3300 |
| Regulatory Classification | II |
| Product Codes | HCG, KRD |

| Table2.Prior510(k)Clearance |  |  |  |
| --- | --- | --- | --- |
| 510(k)
Number | Date
Cleared | Name | Manufacturer |
| K150319 | 06/12/2015 | MICRUSFRAME, DELTAFILL,
DELTAXSFT, GALAXY G3, GALAXY G3
XSFT Microcoil Delivery Systems | Codman &
Shurtleff, Inc. |

Codman & Shurtleff, Inc.
Special 510(k) Design Modification
CODMAN® Microcoil Delivery Systems
510(k) Summary
, Continued
IV.Device The MICRUSFRAME, DELTAFILL, DELTAXSFT, GALAXY G3 FILL,
Description GALAXY G3 XSFT Microcoil Delivery Systems consist of three components, a
Microcoil System, a connecting cable, and a Detachment Control Box (DCB). Each
component is sold separately. As shown in Figure 1, the Microcoil System
consists of a microcoil attached to a Device Positioning Unit (DPU).
Figure 1: Microcoil System
The Microcoil System is packaged in an introducer sheath designed to protect the coil
in the packaging dispenser and to provide support for introducing the coil into the
microcatheter catheter. The microcoil is the implantable segment of the device, and is
detached from the Device Positioning Unit (DPU) using the Detachment Control
System (Detachment Control Box and connecting cable).
 The microcoil is fabricated from a platinum alloy wire. The wire is wound into
a primary coil which may contain either a polypropylene suture (SR) or an
absorbable polymer suture and then formed into a secondary shape. The
secondary shape may be spherical, complex, or helical.
 The DPU is a variable stiffness wire and has a radiopaque marker band located
three (3) cm from its distal end. The Device Positioning Unit includes five (5)
fluoro saver markers on the proximal section of the shaft. The markers are
intended to indicate when the tip of the microcoil is approaching the tip of the
microcatheter. When the distal-most marker reaches the proximal end of the
Rotating Hemostatic Valve (RHV) on the microcatheter, the tip of the coil is
approaching the tip of the microcatheter and fluoroscopy should be used to guide
further coil insertion.
 The introducer sheath has three main components: an introducer tip, a
translucent introducer body, and a re-sheathing tool.
The ENPOWER Detachment Control Box (DCB) provides the energy necessary to
allow for a thermo-mechanical detachment of the microcoil from the DPU. The
connecting cable delivers the energy necessary to detach the embolic coil from the
Microcoil System’s detachment zone. The connecting cable is connected between the
Microcoil System’s hub connector on the DPU and the output connector on the DCB.
 The connecting cables may be one of two types: one with a remote detach
button (the ENPOWER Control Cable) catalog no. ECB000182-00, or one
without a detach button (standard connecting cable) catalog no. CCB00157-
00.
 The ENPOWER Detachment Control Box, catalog no. DCB2000500, works
with the ENPOWER Control Cable and with the standard connecting cable.
Page 2

| Figure 1: Microcoil System |
| --- |
|  |

Codman & Shurtleff, Inc.
Special 510(k) Design Modification
CODMAN® Microcoil Delivery Systems
510(k) Summary, Continued
IV.Device The devices in this submission include minor design changes only to the Device
Description, Positioning Unit’s introducer sheath (introducer). There are no modifications to
Continued components or materials of the micro-coil or the ENPOWER Detachment Control
System. Minor dimensional and design modifications to the introducer will help
improve deliverability of the micro-coils.
Page 3

Codman & Shurtleff, Inc.
Special 510(k) Design Modification
CODMAN® Microcoil Delivery Systems
510(k) Summary, Continued
V. Indications MICRUSFRAME, DELTAFILL, and DELTAXSFT Microcoil Delivery Systems are
for Use intended for endovascular embolization of intracranial aneurysms, other neurovascular
abnormalities such as arteriovenous malformations and arteriovenous fistulae, and are
also intended for arterial and venous embolizations in the peripheral vasculature.
The GALAXY G3 FILL Microcoil Delivery System is intended for
endovascular embolization of intracranial aneurysms, other neurovascular
abnormalities such as arteriovenous malformations and arteriovenous fistulae,
and is also intended for arterial and venous embolizations in the peripheral
vasculature.
The GALAXY G3 XSFT Microcoil Delivery System is intended for endovascular
embolization of intracranial aneurysms.
Page 4

Codman & Shurtleff, Inc.
Special 510(k) Design Modification
CODMAN® Microcoil Delivery Systems
510(k) Summary
, Continued
VI. Endovascular coil embolization is the technological principle for both the subject and
Comparison of predicate devices. This technology is based on placing embolic coils in the
Technological neurovascular or peripheral vasculature to reduce or block blood flow. The subject
Characteristic devices and predicate devices are based on the same technological characteristics as
with Predicate shown in Table 3. No new technological characteristics are being introduced with this
Device change.
Table 3. Technological Characteristics of the Predicate and Proposed Device",,,"[FDA RECALL] 1 active recall(s).
  - Detachable coils system may fail to detach, which could result in hemorrhagic and ischemic stroke, procedural delays, or the need for additional surgical intervention.",,K150319 | K150319 | K150319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf17/K171747.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--cerenovus--orbit-galaxy-g2-microcoil-delivery,ORBIT GALAXY G2 MICROCOIL DELIVERY SYSTEM,cerenovus,embolic-coil,510k,K120686,2012-04-04,2,ORBIT GALAXY G2 MICROCOIL DELIVERY SYSTEM,HCG,"Coil has a unique ability to seek out and fill the open spaces in an aneurysm, enabling greater packing density","Indications for Use
5 10(k) Number (if known): K120686
Device Name: Orbit Galaxy® G2 Microcoil Delivery System
Indications for Use:
The Fill Orbit Galaxy® G2 Microdelivery System is intended for endovascular embolization of
intracranial aneurysms, other neurovascular abnormalities such as arteriovenous malformations
and arteriovenous fistulae, and is intended for arterial and venous embolizations in the peripheral
vasculature.
The Xtrasoft Orbit Galaxy® 02 Microcoil Delivery System is intended for endovascular
embolization of intracranial aneurysms.
Prescription Use ___X__ AND/OR Over-The-Counter Use
___
(Part 21 CFR 801 Subpart D) (21 CFR 807 Subpart C)
(PLEASE DO NOT WRITE BELOW LINE-CONTINUE ON ANOTHER PAGE IF NEEDED)
Concurrence of CDRJI, Office of Device Evaluation (ODE)
jcC fW Pagel of__
7
(Division Sign-Off)
Division of Ophthalmic, Neurological and Ear,
Nose and Throat Devices
51 0(k) Number",,,"Method of Detachment: Hydraulic detachment
Coil Type: Complex framing, filling, and finishing coils

[FDA RECALL] 1 active recall(s).
  - Detachable coils system may fail to detach, which could result in hemorrhagic and ischemic stroke, procedural delays, or the need for additional surgical intervention.",,K093973 | K072173 | K120686,"Materials: Bare platinum, polypropylene stretch-resistant suture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf12/K120686.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--codman-and-shurtleff-inc--deltamaxx-18-microcoil,DELTAMAXX 18 MICROCOIL SYSTEM,codman-and-shurtleff-inc,embolic-coil,510k,K120274,2012-03-02,2,DELTAMAXX 18 MICROCOIL SYSTEM,HCG,,"Indications for Use Form
t2 Z~
51 0(k) Number (if known):.
Device Name: DELTAMAXXTM 18 Microcoil System
The DELTAMAXX'M Microcoil Delivery System is intended for endovascular
embolization of intracranial aneurysms, other neurovascular abnormalities such as
arteriovenous malformations and arteriovenous fistulae, and is also intended for arterial
and venous embolizations in the peripheral vasculature.
P rescription Use _X- AND/OR Over-Th&-Counter Use
(Part 21 CFR 801 Subpart D) (21 CFR 801 Subpart C)
(PLEASE DO NOT WRITE BELOW THIS LINE-CONTINUE ON ANOTHER
PAGE IF NEEDED)
Concurrence of CDRII, Office of In Vitro Diagnostic Devices (O1VD)
Division SignOI
Office of In Vitro Diagnostic Device
Evaluation and Safety
K0-2--4-
510(k
14",,,,,K080379 | K080437 | K120274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf12/K120274.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--cook-inc--detach-18-and-detach-11,"DETACH 18 AND DETACH 11, NEUROLOGICAL EMBOLIZATION COIL SYSTEM",cook-inc,embolic-coil,510k,K000651,2000-11-24,2,"DETACH 18 AND DETACH 11, NEUROLOGICAL EMBOLIZATION COIL SYSTEM",HCG,,,,,"[FDA RECALL] 2 active recall(s).
  - The product length is declared incorrectly in mm when the unit of measurement should be cm.
  - The product length is declared incorrectly in mm when the unit of measurement should be cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf00/K000651.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--cook-inc--hilal-embolization-microcoil-tm,HILAL EMBOLIZATION MICROCOIL(TM),cook-inc,embolic-coil,510k,K901337,1990-11-13,2,HILAL EMBOLIZATION MICROCOIL(TM),HCG,,,,,"[FDA RECALL] 2 active recall(s).
  - The product length is declared incorrectly in mm when the unit of measurement should be cm.
  - The product length is declared incorrectly in mm when the unit of measurement should be cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf90/K901337.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--cordis--ces-vascular-occlusion,CES VASCULAR OCCLUSION SYSTEM,cordis,embolic-coil,510k,K972881,1998-06-04,2,CES VASCULAR OCCLUSION SYSTEM,HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf97/K972881.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--cordis--truefill-pva-particles,TRUEFILL PVA PARTICLES,cordis,embolic-coil,510k,K951314,1995-08-08,2,TRUEFILL PVA PARTICLES,HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf95/K951314.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--cordis--vascular-occlusion,VASCULAR OCCLUSION SYSTEM,cordis,embolic-coil,510k,K983483,1999-03-24,2,VASCULAR OCCLUSION SYSTEM,HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf98/K983483.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--interventional-therapeutics-corp--contour-emboli,CONTOUR EMBOLI,interventional-therapeutics-corp,embolic-coil,510k,K944354,1994-12-13,2,CONTOUR EMBOLI,HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf94/K944354.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--interventional-therapeutics-corp--itc-bunji-coil,ITC BUNJI COIL,interventional-therapeutics-corp,embolic-coil,510k,K900723,1991-02-19,2,ITC BUNJI COIL,HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf90/K900723.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--interventional-therapeutics-corp--itc-bunji-coil-modification,ITC BUNJI COIL (MODIFICATION),interventional-therapeutics-corp,embolic-coil,510k,K920324,1992-07-29,2,ITC BUNJI COIL (MODIFICATION),HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf92/K920324.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--interventional-therapeutics-corp--itc-bunji-platinum-embolization-coil,ITC BUNJI PLATINUM EMBOLIZATION COIL,interventional-therapeutics-corp,embolic-coil,510k,K925523,1993-03-23,2,ITC BUNJI PLATINUM EMBOLIZATION COIL,HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf92/K925523.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--interventional-therapeutics-corp--itc-contour-emboli-modification,"ITC CONTOUR EMBOLI, MODIFICATION",interventional-therapeutics-corp,embolic-coil,510k,K914866,1993-11-09,2,"ITC CONTOUR EMBOLI, MODIFICATION",HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf91/K914866.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--interventional-therapeutics-corp--radiopaque-spherical-emboli-rse,RADIOPAQUE SPHERICAL EMBOLI (RSE),interventional-therapeutics-corp,embolic-coil,510k,K871047,1987-05-22,2,RADIOPAQUE SPHERICAL EMBOLI (RSE),HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf87/K871047.pdf,,,0.5,True,fda
neurovascular_embolization_coils,embolic-coil--ivalon--ivalon-embolization-particles,IVALON EMBOLIZATION PARTICLES,ivalon,embolic-coil,510k,K913556,1994-04-13,2,IVALON EMBOLIZATION PARTICLES,HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.accessdata.fda.gov/cdrh_docs/pdf91/K913556.pdf,,,0.5,True,fda
